,id,band_id,influencer_id,feedback,score
1913,922872,33203,2966,"Ciao Aniene, ci piace questo brano! Inizia un po' stile Zero Assoluto per quanto riguarda il sound, ma poi cambia totalmente diventando molto attuale. Un po' stile Maneskin, ma non troppo. Si sentono le influenze esterne, ma rimane un brano particolare e non un copia e incolla. Bravo!

Ho visto che il brano esce il 18 febbraio, se vuoi noi siamo anche ufficio stampa. Potremmo aiutarti a ottenere più visibilità, in piattaforme importanti come il MEI.
Scrivici su camillaortolani@brainstormingmusic.com
Per tutti gli artisti di groover c'è uno sconto del 10% sui nostri servizi.",0.5
1914,922874,33203,1779,"Ciao Aniene,
grazie per il contatto.
Trovo davvero piacevole il brano, con delle buone intuizioni, anche a livello di testo.
Una bella apertura arriva con il rit che si inserisce molto bene nell'ambito dell'indie pop (rock) italiano.
Le idee messe del brano sono efficaci, messe insieme con diverse sbavature, non c'è la malizia sana, manca di quella personalità che ti fa fare la differenza.
Però, produzione a parte, che non mi soddisfa a pieno, sono convinto che si possa fare un bel percorso artistico con il progetto.
Mi piacerebbe approfondire il discorso. A presto.",0.25
1915,922875,33203,2589,"Ciao, grazie per la proposta! Noi però ci occupiamo di indie folk / dream pop di taglio internazionale, in inglese. Se ti può interessare comunque un parere sul brano, ci piacciono i suoni che hai scelto, ti discosti dai cliché it-pop. Ti facciamo i nostri migliori auguri",0.0
1916,922876,33203,1643,"Ciao Aniene,
grazie per il tuo brano. Vorremmo inserirlo nella nostra playlist quando sarà pronta e in seguito all'uscita.
Ti invieremo qui su groover il link della playlist
Qui i nostri canali se ti va di seguirci
Spotify: https://bit.ly/LeaveSP
Instagram: @leavemusic 
Youtube: https://www.youtube.com/c/leavemusicofficial
FB: www.fb.com/leavemusic",1.0
1917,922877,33203,2635,"''Nascosto dietro ad un albero'' è un brano cantautorale che mostra un gran talento, che sembra ispirarsi ad artisti come Samuele Bersani. Pop contemporaneo, adatto a questi tempi incerti.",1.0
1918,922879,33203,3100,"Ciao, interessante il singolo. Mi piace. Posso chiederti un link privato su soundcloud con altri brani/provini così da farmi un quadro migliore sul tuo progetto? Manda pure a gianluigi.potenza@garrinchadischi.it. Ciao, grazie.",1.0
1919,922880,31351,1627,"Salut ! 

J'aurais bien aimé voir un vrai clip et pas seulement un visualiser pour te donner un avis plus concrets, dommage ! Mais le visuel est totalement dans le thème du morceau, l'univers est vraiment marqué, je suis client et j'avoue ne pas avoir grand chose à dire sur la musique on sens que c'est maitrisé, respect. 

Pour le moment je n'ai rien à te proposer pour de l'exposition ou autres, mais je vais prochainement sortir un format sur mon Instagram dédié à ça donc n'hésite pas à me faire suivre d'autres morceaux (peut-être avec un clip) sur Groover pour pas que j'oublie parce que j'ai pas mal de message chaque jour, en tout cas force à toi ! 

Cordialement, ",0.0
1920,922881,31351,283,"Bonjour, 

Tout d'abord, merci de nous avoir envoyé votre morceau via Groover. 

Le titre est intéressant et on sent que vous avez une voix intéressante à exploiter sur différentes ambiances. Le son est plutôt original mais fonctionne bien. Rdv dans la prochaine édition de notre playlist ""Dans le viseur"". Force à vous pour la suite !",1.0
1921,922882,31351,1755,"Salut ! Ravi que vous me partagez votre son et votre profil ! Ça fait vraiment plaisir que vous suivez la chaîne !

Pour commencer, je suis super investit sur GROOVER, donc dès que je reçois un son, je cherche à connaître vraiment l’univers complet de l’artiste. Donc je lis vos informations, votre profil, je vais écouter ce que vous faites déjà etc… Pour avoir un vrai avis construit, cohérent et structurer, c’est ce que j’ai fait ;)

Je m’intéresse vraiment à la musique, à tout ce qui se fait dans le Game, donc déjà ce qui est sur, je note ton Blaz et je vais continuer à te suivre.

En ce qui concerne le son que je viens de découvrir, voici mon avis personnelle.

Tout est pro : Gros Flow, grosse Toppline et gros texte travaillé, ça fait plaisir ! Ça sort du lot, sur les dizaines de sons que je reçoit par jour ! les ""AAAAAAA"" sont incroyable, essaye TikTok pour le mettre en avant et gagner de la visibilité!",0.25
1922,922883,31351,2051,"Bonjour,

Merci pour votre titre !

C'est un gros morceau ! 

L'image correspond parfaitement au titre ! un peu simple mais efficace !

Le mix du morceau est très bien exécuté, sur le refrain particulièrement avec la disto sur l'harmo aigue. La reverb est celle qui fallait pour moi.
Concernant le master, ça manque un peu de volume et de profondeur pour moi.

Vous êtes d'où en France ? Vous avez fait quoi comme scène déjà ?

Si vous avez d'autres morceaux, avec plaisir pour les écouters :)

Thomas RUEE
KRUMPP",0.25
1923,922884,33205,2275,"Ciao, non è il nostro genere quindi non possiamo giudicare più di tanto ma ci è piaciuta la tua voce e la base musicale.",0.0
1924,922885,33205,2802,"Ciao Brenta Briscoe, ho ascoltato la tua traccia. La struttura è interessante. I giri musicali utilizzati sono sempre uguali",0.0
1925,922886,33205,1934,"Wow, bella traccia! Mi piace anche il fatto che hai fatto ricorso ai cori, ci stanno davvero bene. Il brano sarà on air Lunedì 1 Febbraio, in diretta alle 17 su radio 675",1.0
1926,922887,33205,1830,Questo è un bel progetto. Innanzi tutto c'è un velo di trstezza che aleggia su tutto e questo ci piace. Non amaimo la musica sfrontata ma quella che si avvinghia su se stessa fino ad implodere. Ed è questa la sensazione che ci provoca. C'è una via di uscita?. Chissà. Dal punto di vista puramente estetico il pezzo è bene arrangiato e suonato. C'è una predominanza di Blues che galleggia su un sottobosco emotivo colmo di atmosfere indie/rock e cantatutoriali. Tutto si amalgama e si confonde per un risultato davvero accattivante.,0.0
1927,922888,33205,1639,"Ciao Brenta Briscoe,

ho ascoltato il brano e l'ho trovato, dal punto di vista musicale, completo con sonorità molto interessanti. Un blues che si fonde col rock e grazie alla parte cantata, risulta essere di immediata fruizione. Anche la ripresa devo dire che si sposa benissimo con la struttura del brano. Se dovessi avere altro da sottopormi sentiti libero di scrivermi.",0.25
1928,922889,33205,1643,"Ciao Brenta Briscoe, grazie per la tua musica. Abbiamo ascoltato e pensiamo ci sia da lavorare sulla produzione. Inoltre il genere non lo troviamo molto in linea con noi

Grazie comunque per aver pensato alla nostra realtà
In bocca al lupo per il tuo progetto",0.0
1929,922890,33205,1942,"Ciao e grazie per averci sottoposto il tuo lavoro. Bel pezzo, bellissimo intro di chitarra, estensione vocale invidiabile. La traccia è ben composta, arrangiata e prodotta. Complimenti di vero cuore!
Detto ciò, purtroppo al momento siamo alla ricerca di musica grunge o IDM per le nostre playlist spotify. Non potremmo valorizzare adeguatamente questo pezzo. 
Ti facciamo un grosso in bocca al lupo!
FR Staff ",0.0
1930,922892,33205,2635,Bella prova da cantastorie blues e folk. Si sentono le influenze di artisti come Bennato ma anche del folk rock americano.,1.0
1931,922893,33205,3092,"In questa canzone sembra che Zucchero abbia incontrato i Creedence Clearwater Revival!
Scherzi a parte è un pezzo molto interessante, un calderone di stili uniti in maniera impeccabile, e il tuo cantato a volte dolce a volte si sposa benissimo con la base. La ''deriva elettronica'' alla fine mantiene un'alone di imprevedibilità, bravo!
Ottimo lavoro, continua così!",0.25
1932,922894,33207,3326,"Salut SWAN,
Akius a écouté votre proposition, mais malheureusement elle ne correspond pas à notre ligne éditoriale.

Merci de votre compréhension et bonne continuation à vous. 

Bonne journée, 

Eva, AKIUS",0.0
1933,922895,33207,2809,"Un flow original et l'ensemble est sympa avec les différents cris, c'est intéressant. Par contre, on comprend pas toujours très bien le texte, et ça m'a un peu laissé une impression de violence gratuite. Mais sur le fond j'ai trouvé ça original, bonne continuation !",0.0
1934,922896,33207,1528,"Une bonne surprise en cette fin de semaine:) Prod, flow, énergie efficaces, retient clairement notre attention, même si on ne voit pas le morceau dans notre programmation pour l'instant. On va prendre le temps d'écouter l'EP très rapidement 💪",0.0
1935,922897,33207,2933,"Hello Swan, merci pour ton envoi. La proposition musicale est tendance, elle est bien enregistré, le clip est bien réalisé. Elle est dans la tendance, toutefois elle n'est pas compatible avec notre ligne éditoriale. bon courage ",0.0
1936,922898,33207,1139,"Salut,

J'ai annoncé la sortie de ton projet ce matin, et le clip. Tout est calé sur l'article : http://www.16x16.fr/swan-3/ . Force pour la suite.

Cordialement, ",0.0
1937,922900,33207,1136,"Salut,

Merci pour l'envoi, nous avons écouté le morceau mais cela ne correspond pas à ce que nous recherchons pour nos playlists.

Avec mes encouragements,

Mehdi",0.0
1938,922901,33207,1392,"Salut, 

Merci de m'avoir envoyé ton morceau. J'ai eu un peu de mal à accrocher car je trouve que le titre manque de modernité et d'originalité. J'ai aussi un peu de mal avec la partie chantée que je trouve répétitive et linéaire, même si on sent que celle-ci est bien maitrisée. 

Cela s'éloigne donc un peu trop de ce que je recherche, mais merci pour la découverte et bonne continuation ! :)

GG",0.0
1939,922902,33207,1004,"C’est un titre qui rentre bien en tête et qui selon moi pourra plaire à un public déjà ciblé. Le visuel du clip est intéressant, simple mais efficace, ce qui est un plus. Je trouve le refrain un peu répétitif, mais c’est ce qui plaira à ton public.",0.0
1940,922903,33207,236,Le titre est puissant et efficace. Le flow est carré mais la production est dans un registre trop trap pour notre média,0.0
1941,922906,33207,2915,"Salut, le titre ne rentre pas vraiment dans notre ligne éditoriale, plus axée sur les musiques underground, merci",0.0
1942,922908,33207,225,"Approche créative. Bonne énergie. En revanche, j'ai eu du mal à saisir certains passages du texte. Je passe mon tour pour cette raison.",0.0
1943,922910,33207,3550,"Hello, 

Très cool, j'ai déjà entendu parler de toi via ton éditeur. 
Comme je leur avais déjà dit, pour l'instant je n'accroche pas trop, notamment la DA du clip. 
Tes vues et stats ont l'air d'augmenter, c'est que tu trouves ton public et c'est la clef du succès. Je garde un oeil sur toi et ce que tu fais ! On se recroisera surement ! 

A très vite,",0.0
1944,922911,33207,3035,"Un morceau délirant ! Ton clip m'a fait pensé au clip jpete les plombs de Disiz qui rencontre the walking dead  ! J'ai apprécié ta présence et ton assurance ! Pas mal de punchlines bien placées, et bonne technique d'écriture. Point d'amélioration : dans l'ensemble c'est un bon morceau,  peut être au niveau du mix, ta voix semblait être au dessus de l'instru.",0.0
1945,922912,33207,1373,"Merci pour votre morceau, mais on ne fait pas trop dans les musiques urbaines, vous devriez tenter votre chance auprès de radio Booster de ma part :
contact.labelbooster@gmail.com",0.0
1946,922913,33207,1755,"Salut ! Ravi que vous me partagez votre son et votre profil ! 

Pour commencer, je suis super investit sur GROOVER, donc dès que je reçois un son, je cherche à connaître vraiment l’univers complet de l’artiste. Donc je lis vos informations, votre profil, je vais écouter ce que vous faites déjà etc… Pour avoir un vrai avis construit, cohérent et structurer, c’est ce que j’ai fait ;)

Je m’intéresse vraiment à la musique, à tout ce qui se fait dans le Game, donc déjà ce qui est sur, je note ton Blaz et je vais continuer à te suivre.

En ce qui concerne le son que je viens de découvrir, voici mon avis personnelle.

Y'a une vrai identité visuel et une vrai identité musicale, ça sort de l'ordinaire, on sait que c'est toi ! Tente un challenge TikTok avec le son, ça peut que marcher !",0.25
1947,922914,33207,1627,"Salut ! Le clip sera partagé sur ma chaîne, je tourne actuellement une vidéo en partenariat avec GROOVER où je découvre des morceaux, force à toi bg ! ",1.0
1948,922916,33207,1236,Merci pour l'envoi du morceau. La production est solide même si j'avoue avoir moins accroché au flow sans doute car je suis plus amateur d'un rap plus doux aux instrus plus chill et pop ce qui est évidemment un goût purement personnel. Le meilleur à vous pour la sortie,0.0
1949,922917,33207,2005,"Hello Swan, 

Merci pour ton partage ! 

Quel univers ! On intègre ""FTG"" à notre playlist ""Les pépites de Groover"" ! 

Bonne continuation, 
Les Deux Meufs ",1.0
1950,922918,33207,1492,"Hello l'équipe

Notre équipe a écouté et visionné le clip vidéo ""FTG"" et ils ont décidé de le relayer sur notre site web.

Cordialement l'équipe vipzone",0.5
1951,922919,33207,978,"Bonjour merci de votre proposition, malheureusement après écoute le titre ne rentre pas en programmation sur notre antenne. Bonne continuation
 Bryan  ",0.0
1952,922921,33207,3399,"Salut Swan, on espère que tu vas bien. Merci pour l’envoi de ton titre que nous avons écouter attentivement. Je vais te faire un retour le plus sincère possible.

Tu as ton univers. Je t'avoue que je ne suis pas fan personnellement de ce titre (question de goût) mais je constate que tu es bon dans ce que tu fais. Ton univers très second degré est intéressant et a le mérite de se démarquer. On va quand même partager ça dans l'équipe et à nos contacts ! 

Si tu as un manager, je l'invite à me contacter sur mon compte insta @maximeeegrt pour discuter de ce qu'on pourrait faire pour t'aider et te mettre d'avantage en valeur via notre média.

Merci à toi et big force en tout cas !

L'équipe de La Pépite",0.5
1953,922922,33207,3320,"Bonjour SWAN,

Merci pour le partage de ton son.

Concernant le style de la musique, je la trouve original et décalé mais après personnellement je n'accroche pas énormément car ça part un peu dans tous les sens au niveau de la voix et je pense que pour maîtriser ce style ça prend du temps (ex : Orelsan). Après niveau rap c'est pas mal je n'ai rien à ajouter.

Pour ce qui est du partage du son, je préfère voir la suite car il y a vraiment du potentiel ! (le clip est très bien)

Bonne continuation pour la suite.
OUTRO Média",0.0
1954,922923,33207,2880,"Hello Swan, merci pour ton message. Le morceau est cool, il y a une vraie direction artistique, c'est bien produit et le flow est efficace. Par contre cela ne nous parle pas de ouf par rapport à la direction habituelle du média. 
N'hésite pas à nous envoyer d'autres morceaux à l'avenir",0.0
1955,922926,33207,2113,"L'ambiance énergique du morceau et le clip un peu décalé sont intéressants. 
Bonne variations de flow et d'intensité qui rendent le morceau très ""vivant"". 
Par contre à certains moments on ne comprend pas du tout les mots prononcés, l'articulation est pas toujours bonne",0.25
1956,922927,33207,448,"Bonjour, Merci pour le partage , nous sommes assez surpris de la proposition qui est un morceau intéressant. Nous prendrons le temps d'écouter le projet afin d'éventuellement proposé un relai dasn notre media :)",0.25
1957,922928,33207,1727,"Salut SWAN, morceau intéressant mais pas vraiment ce qu'on recherche en ce moment. Nous sommes désolés. Bonne continuation. Pierre",0.0
1958,922929,33207,702,"Bonjour et merci pour cette découverte.
Malheureusement ce titre n'a pas fait l'unanimité au sein de notre équipe.
Le visuel est très qualitatif, la mélodie et la DA aussi, en revanche nous avons eu du mal à comprendre le texte, l'artiste n'articulant pas suffisamment.",0.0
1959,922931,33207,1337,"Bonjour Christophe,

Merci de nous avoir contacté. Ultra quali comme son, super bien travaillé !

On va voir ce qu'on peut faire en interne. On partage les artistes rennais en priorité !

A bientôt !

Jean-Adrien

",0.25
1960,922933,33207,295,"hello Swan,

Merci de nous avoir partagé ce titre réussi. 

Malheureusement malgré ses qualités il n'a pas séduit l'intégralité de l'équipe, principalement pour des raisons de choix artistiques concernant la prod du morceau...

Bien à vous,
Team KAO",0.0
1961,922934,33207,2987,"Bonjour. Le morceau est vraiment pas mal. Au passage merci de prendre contact via Groover. Voici quelque remarques. 

J'ai apprécié ta technique d'écriture pleine d'images fortes. Flow, grain de voix top. Le beat est plutôt bien foutu. Les couleurs et les textures s'enchaines bien. Gros point fort : LE CLIP ! Excellant travail de mix / master. 

J'ai trouvé quelque point faibles par ci par là

Ca peut paraitre un peu plat et trop calme. Ce thème a été aborder bien souvent, et toujours de cette manière. Il ne faut pas hésiter à innover ! Je n'ai pas trouvé que l'ensemble soit hyper original...

J'espère que ces remarque te seront utiles. a+",0.0
1962,922935,33207,3114,"Hello SWAN, merci pour le partage, l'identité du projet ne colle pour l'instant avec aucune des radios que je développe. A l'écoute de la suite !",0.0
1963,922936,33207,681,"la prod est fat, le morceau de manière générale est ok, mais pour moi, le flow n'était pas impressionnant, mais interessant . Je suis entre 2 sur celui la ... ",0.0
1964,922937,33207,2728,"
C’est une belle production mais ce titre ne nous convint pas, le prochain single peut-être ? N'hésite pas à nous faire écouter !
",0.0
1965,922938,33207,550,"Bonjour SWAN, 
Nous avons visionné votre clip vidéo ""FTG"" et allons le publier sur notre filiale Delit Face.

Cordialement 
Diane COLLET
www.delitface.com
www.delitmusic.fr ",0.5
1966,922939,33207,1958,"Bonjour,

Merci d’avoir fait la démarche de nous envoyer votre dernier morceau.

Le clip est cool, bien réalisé. Par contre, côté musique... 
On aime l'énergie, mais nous avons de grosses difficultés à comprendre le texte. Nous sommes désolés mais la diction n'est pas bonne et c'est rédhibitoire pour nous.

Bonne continuation à vous,

Mike",0.0
1967,922941,33207,3487,"Hello, possible d'obtenir un kit press pour un partage? 
Merci d'avance

- L'équipe de DROP MUSICAL",1.0
1968,922942,33207,2720,"Bonsoir Swan,
Malgré l'efficacité évidente de votre morceau, je ne vois pas sa place dans mon émission. 
Malgré cela, je tenterai à le proposer à mes confrères animateurs et je vous tiendrai rapidement au courant. 
Cordialement, 
Jacques ",0.5
1969,922943,33207,1567,"Salut Swan, pas fan du clip mais le morceau est vraiment original, ça interpelle bravo ! On diffuse ",1.0
1970,922944,33207,412,"Hola, 

Merci pour ce track et le clip, c'est un taff carré. Cela dit j'ai moins accroché que ton précédent partage, je trouve le morceau un peu trop redondant et j'ai eu du mal à tout capter avec ce flow. 

A bientôt, 

L'équipe. ",0.0
1971,922945,33207,283,"Bonjour, 

Tout d'abord, merci de nous avoir envoyé votre morceau via Groover. 

Le titre est intéressant et apparaît vraiment comme un bol d'énergie. On sent que votre musique vous ressemble et vous semblez l'incarner çà merveille. Le seul bémol c'est qu'à certains moments l'énergie prend le dessus sur le côté ""mélodique"" du titre. C'est peut-être assumé et c'est un choix mais c'est ce qui a fait qu'on a un peu moins accroché malgré les très bonnes idées de réalisation et de composition. En tout cas, ça nous a donné envie d'en savoir plus et on a hâte de voir votre évolution musicale au fil du temps !
Force à vous et bonne continuation !",0.0
1972,922946,33207,411,"Bonjour Christophe,
Connaissant personnellement Swan, il figure déjà dans notre playlist. 
Merci toutefois de la sollicitation,
Cordialement,
Anthony.",0.0
1973,922947,33207,790,"Bonsoir Swan ! 

On a écouté le titre et on le trouve complètement déjanté ! Mais on pense pas que Bstar soit le média approprié pour ce type de titre. Mais force à toi tout de même :)",0.0
1974,922948,33207,1174,"Bonjour , 

un morceau intéressant avec des tonalités qui se marient bien aux sonorités de la prod' ... La structure musicale est bien maîtrisée par l'artiste ... C'est avec plaisir que j'intègre ce morceau en rotation en playlist sur Radio Zone 26 ; en attendant de recevoir le fichier au format MP3 ainsi qu'un visuel ",1.0
1975,922949,33207,1297,"Ton flow est teeeeeeeeeeellement stylé 
envoies tout ça en mp3 sur mon mail j'te diffuse DIRECCT
",1.0
1976,922951,33207,1037,"Merci pour l'envoi.
Un titre percutant grâce à une interprétation franche et réussie. La prod fonctionne, et on voit de bonnes punchlines dans l'écriture. On a apprécié le morceau qui sort des sentiers battus. Et un clip intéressant qui met en valeur l'artiste et le concept du titre. 
On va bientôt mettre à jour notre playlist Gimmic Freshmen sur Spotify qui regroupe nos découvertes Groover et on pensera sûrement à ce titre.
On espère en entendre plus bientôt.
Force",0.0
1977,922952,33207,524,"Bonjour,
Merci pour cette découverte et ce clip très original.
Le morceau est énergique et nous avons apprécié la production.
Nous allons le relayer en playlist afin de suivre votre actu.
Nous allons également l'ajouter à nos morceaux à diffuser lors de notre émission de radio sur Prun' 92fm.
Cordialement,
Thomas,
Le Fil Rouge.",1.0
1978,922953,33207,267,"Salut Swan, 

Merci beaucoup pour ton envoi. Trés originale ! Je trouve que le clip est cool, mais ta musique n'est pas dans l'ADN de ce que nous partageons.

Malheureusement il ne rentre pas vraiment dans la ligne éditoriale de ce que nous partageons sur nos réseaux et notre playlist hebdomadaire. 

N'hésite pas à nous envoyer tes futurs morceaux, on écoutera ça avec intérêt :)

Force pour la suite ! 
À bientôt.

L'équipe AP",0.0
1979,922954,33207,394,"Hello 

Tout d'abord, merci pour cette sollicitation !

A propos du morceau... Déjà niveau originalité et personnalité y'a tout ce qu'il faut. En plus d'être excitant et franchement en dehors des sentiers battus, c'est complètement réussi. Brut et direct, ça fait l'effet d'une bonne claque au réveil! AU moins celle-ci elle est appréciable! Bravo!!

De mon côté, je peux dans un premier temps intégrer le morceau avec grand plaisir sur HomeCooking Share. 
http://homecookingshare.com
Petits bonus offerts pour les artistes venant via Groover : des espaces publicitaires peuvent être mis à disposition pendant une semaine sur le site, ou dans le magazine mensuel (gratuit bien sûr). Pour en bénéficier, il suffit de m'envoyer un visuel (format carré ou bannière) et un lien de redirection.
Et un deuxième petit bonus offert en retour de mail...

A bientôt !

Eric / HomeCooking Share",1.0
1980,922955,33207,1926,"Salut Swan,

Merci de nous avoir envoyé ton titre. 

On aime bien, on va le partager sur nos réseaux et dans notre playlist. Pourrais tu nous envoyer un extrait de ton clip d'1 minutes max pour un partage Instagram (lien wetransfert ok). ;) 

Merci. A très vite. ",1.0
1981,922956,33207,2311,"Bonjour Christophe, ce morceau est de fait, très axé sur un principe d'hystérie vocale, qui passe ou qui casse.... Difficile de se faire un avis défini, sur la base de ce seul morceau. Je suis nettement plus convaincu par exemple par un titre comme ""Pronto"", son groove minimaliste, sa poésie égotrip couplé à un flow très habité... pas parfait, mais diablement prenant.  Merci pour la proposition. Laurent pour le Chantier.Radio",0.25
1982,922957,33207,1414,"bonjour, nous allons partager sur notre webzine ! pourriez vous nous envoyer les documents nécessaire a la publication ? ainsi qu'une adresse mail svp",1.0
1983,922958,33207,1408,"Salut !

Merci pour l'envoie de votre titre.

D'un point de vue technique, le titre est correctement mixé.

Artistiquement, l'écoute du titre est facile et agréable.
Le prod est cool, dans la vibe du moment.
Concernant le rap, le flow est cool mais les lyrics tournent un peu en rond, on a pas vraiment accroché au délire.

Il nous a manqué quelque chose pour avoir envie de réécouter le titre. 

Big up pour le taff et bonne continuation pour la suite !",0.0
1984,922959,32454,639,"Thank you for your kind words and for following LDD.
Liked the vocals and the melody was a decent one, however found the track a bit more mellow than id like. Perhaps a more powerful and 'rockier' one would be more ideal for us. Best!",0.0
1985,922961,25773,1201,"Salut, désolé mais ce titre est trop en marge de notre ligne éditoriale pour qu'on puisse en parler ou le playlister. Bonne continuation !
",0.0
1986,922962,25773,2518,"Bonjour Stephanie 
merci pour m'avoir partager ton très bon titre, j'ai quand même des réticences , en particulier sur la voix sur les couplets quand tu chantes de façon retenue, on ne comprend pas les lyrics, , j'ai l'impression que tu chantes en français depuis pas très longtemps.
la chanson est bien construite les arrangements sont biens.
Voilà un 1er feedback 
Bonne continuation 
Alain ",0.25
1987,922963,25773,725,"Bonjour Renard, 
Merci pour l'envoi mais malheureusement ce n'est pas mon style musical. 
Belle journée et bonne continuation, 
Cécile 
https://www.cecilecallens.com/",0.0
1988,922964,25773,2311,"Bonjour Stephanie, beaucoup d'envie, de générosité et de charisme dans ce morceau, mais de notre côté, il est beaucoup trop démonstratif par moments, porté sur la performance vocale notamment.... Qui plus est, l'alternance français/anglais est un choix esthétique très risqué, qui manque souvent de fluidité et de musicalité. En tout cas, merci pour cette proposition, bon courage dans vos démarches et la poursuite de votre projet musical. Cordialement, Laurent pour le Chantier.Radio",0.0
1989,922965,25773,415,"Bonjour Stéphanie, j'aime beaucoup la musique, le groove, le clip très pro et réfléchis. Après je n'accroche pas totalement mais c'est très subjectif, car la production est de qualité, bravo",0.0
1990,922966,25773,842,"Merci pour l'envoi et la découverte, 

Malheureusement rien a proposer pour l'instant niveau booking.
Mais très bel univers, on a un artiste chez nous qui s'appelle Yokel, ça pourrait passer pour des co-plateaux éventuellement je garde le nom sous le coude  !

En revanche avec l'agence on propose également des rendez-vous conseils pour aider les artistes dans leur développement, en général ça s'accompagne de tips & d'une petite base de données pour commencer à travailler.

Si ça te branche tu peux m'écrire sur mon mail : thomas@pandaroux.com 
",0.25
1991,922967,25773,1081,"Bonjour Merci pour votre envoie. Le titre est intéressant avec le mélange Français, anglais sur le refrain. Mais votre projet est éloigné des projets avec lesquels nous travaillons actuellement.
Bonne continuation.",0.0
1992,922968,25773,876,"Great track. I will be adding your song to our Weekly Playlist x BaronMag.ca on our site, baronmag.ca. Have a great day. 
Note: we will send you a link on Groover when it goes live. ",1.0
1993,922969,25773,392,"Bon titre, qui colle avec le contexte actuel, je trouve que le refrain en anglais ne sert pas la chanson, il faut faire le tout en français. ",0.0
1994,922971,25773,1373,"Merci pour votre morceau, j'avoue que je ne suis pas très 'chanson', mais vous devriez tenter votre chance auprès de notre programmateur:
contact.labels.radiofmr@gmail.com",0.0
1995,922972,25773,621,"Bonjour Stéphanie,
Nous vous remercions pour le partage de cette chanson. Belle mise en scène du projet, le clip est vraiment bien ! Néanmoins, musicalement, cela ne correspond pas tout à fait à nos attentes. Nous vous souhaitons le meilleur pour la suite !",0.0
1996,922973,25773,1455,Bonjour et merci pour le partage. Je n'ai pas eu de coup de coeur particulier sur le titre et ne donnerai pas suite. Bon courage dans vos recherches.,0.0
1997,922974,25773,3065,"hi there  Stéphanie, good indie track, I like the sparse drum arrangements in the beginning, still the song did not blow us away, ... good luck!",0.0
1998,922975,25773,1599,"Joli travail, beaucoup de cohérence, du mystère, un groove léger agréable, et une belle suite harmonique (beau virage vers le refrain)... Tout est bien réalisé. Par contre - et j'en suis navré -, on est un peu loin de mes goûts et de ce que je partage après découverte sur Groover. Mais je vous souhaite le meilleur, et merci beaucoup pour le partage. ",0.0
1999,922976,25773,3222,"Bonjour Stéphanie
Malgré la qualité d'écriture, de la musique et d'univers, je n'accroche pas pour des questions de goûts personnels. Bonne continuation",0.0
2000,922977,25773,2809,"Je suis pas ultra fan de ce genre de musique, mais le texte est intéressant, le mélange d'anglais et de français ne rend pas trop mal et y a des trucs originaux dans les choeurs.",1.0
2001,922979,25773,3190,"Bonjour à vous, 

Merci pour cet envoi ! 

Un petit air de Camille dans votre musique non ? 

Vous maitrisez en tout cas parfaitement votre voix, avec toutes ses subtilités. 

La musique est également très réussie, avec des variations et des effets qui s'enchainent à merveille. 

Au niveau du style, pourquoi la catégoriser dans Pop ? Avec vos accents jazzy, vous pourriez être diffusé dans ce type de radio. 

Voici quelques radios que vous pouvez contacter de notre part : 
- Radio Eure du Blues
- Hexagone FM
- Radio Lovestars

Belle journée à vous ! 
",0.25
2002,922980,25773,1919,"Hello,

Merci pour le partage de ton titre.
Celui-ci est bien produit.
Malheureusement, malgré un très bon clip,  ton morceau ne nous a pas touché.

Nous attendrons d'en écouter un peu plus sur ton projet.
Tips : n'hésite pas à rajouter tes réseaux sociaux sur Groover.

A très vite",0.0
2003,922981,25773,335,"Bonjour Sophie. Merci de nous faire parvenir le tout. Musicalement, il y avait de quoi s'entendre. Par contre, l'interprétation vocale maniéré avec beaucoup d'effet c'est moins notre genre. Désolé. Bonne continuation. ",0.0
2004,922982,25773,312,"Bonjour Stéphanie. Merci pour cet envoi !

Malheureusement, votre projet ne correspond pas franchement avec l'univers du catalogue de notre maison : plutôt indie, plutôt rock et plutôt anglo-saxon.

Bon courage dans vos recherches !
A bientôt

Baptiste",0.0
2005,922983,25773,483,"bonjour stephanie, le clip est très réussi (je n'ai pas encore regardé la 2nde version) - le couplet en français est intéressant, j'accroche beaucoup moins sur la partie en anglais... que je trouve plus criard, c'est évidemment très subjectif! merci!",0.0
2006,922984,25773,259,"Bonjour 
Nous n'avons pas accroché au morceau peut être parce que votre manière de chanter n'était pas assez moderne pour nous et le mélange français / anglais n'est pas ce que nous préférons ",0.0
2007,922985,32362,2113,"Le morceau est sympa, l'ambiance est bien maîtrisée, le refrain est assez accrocheur et les couplets apportent un peu d'énergie. 
J'aime bien quand tu prends un vocal plus grave par moments, c'est intéressant. 
Bon morceau !",0.25
2008,922986,32362,267,"Salut Mobo, 

Merci beaucoup pour ton envoi. Super morceau ! 

Nous allons l'ajouter à notre playlist Rayon Frais, que nous mettons à jour tous les vendredis.

Nous t'enverrons par message Instagram le lien et les visuels afin que tu puisses partager cela.

Merci encore et n'hésite pas à nous envoyer tes prochaines sorties, que nous écouterons avec attention.

A très bientôt
L'équipe AP",1.0
2009,922988,32362,1037,"Merci pour l'envoi.
Une prod efficace. Un refrain entêtant et dansant qui crée du relief et de la variation avec les couplets plus cloudy. 
On va bientôt mettre à jour notre playlist Gimmic Freshmen sur Spotify quiregroupenos découvertes Groover et on pensera sûrement à ce titre.
On espère en entendre plus bientôt.
Force",0.0
